"""","家計外消費支出(列)","民間消費支出","一般政府消費支出","県内総固定資本形成公的","県内総固定資本形成民間","在庫純増","調整項","移輸出","合計"
"27 非鉄金属","7.006316802157475E-5","0.002841623330122547","9.703773002743285E-4","0.001938956472532667","0.002702687878715563","-0.00114194338216664","0.010197846179301452","0.9824203890531986","1.0"
"28 金属製品","7.440534152883918E-4","0.01179643318927035","0.0033879053623423624","0.022769443701975742","0.028204398726401007","-5.466341781022473E-4","0.0016016640516808144","0.9320427357311436","1.0"
"29 はん用機械","3.404315264957326E-5","0.0013834481374954582","4.4647641489993083E-4","0.001930455731544302","0.025528926508376786","0.0018295661620010685","0.003534209735487552","0.9653128741575453","1.0"
"30 生産用機械","7.321238881914979E-5","0.002484424867446885","9.55582122653535E-4","0.0015533193071292225","0.05965012986390527","-7.345811199212177E-4","0.00938839512066067","0.9266295174493066","1.0"
"31 業務用機械","0.0013102173768455535","0.040956992011011294","0.06329795766218918","0.008962689158345215","0.1332135860614285","-0.0016069994564835315","0.005352229069681712","0.7485133281169821","1.0"
"32 電子部品","6.529644142679213E-4","0.028670194335774286","0.01270819032805258","0.003738863063660656","0.012207949828847637","-3.8575094757457975E-4","0.009046952099495065","0.9333606368774764","1.0"
"33 電気機械","9.846325711032299E-4","0.0752555977883722","0.002446656918141787","0.008681337437404055","0.07089274869800584","0.0043299583870076985","0.010510037564231993","0.8268990306357331","1.0"
"34 情報・通信機器","6.334351090664519E-5","0.003363065664653817","5.350754037308175E-5","5.95608139227713E-4","0.00224523302708486","-1.519235223898652E-4","0.004143861186637514","0.9896873044535062","1.0"
"35 輸送機械","6.200723393074391E-4","0.17234169077579176","0.014120549314510022","0.008417817071099024","0.14890858959779507","-0.005288232158184468","0.008453048914675012","0.652426464145006","1.0"
"39 その他の製造工業製品","0.015345217636455969","0.2256630100547689","0.0636613261866854","0.011919642733702622","0.04754625208490095","2.2691189412846004E-4","0.002119666530723148","0.6335179728786345","1.0"
"41 建設","8.744051224133711E-4","0.04821454244480485","0.015291411604516308","0.4369721779226453","0.4626054813554508","3.792948367562046E-4","1.2033930952678162E-4","0.0355423474038864","1.0"
"46 電力・ガス・熱供給","0.009552215818984357","0.3526580379175117","0.05979593957093676","0.009164455525636887","0.015662735496089146","0.0031511644587112007","0.001193629930200465","0.5488218212819295","1.0"
"47 水道","0.015372527714113586","0.8445189715680443","-0.05493033194291522","0.008456627331683862","0.014834334966116457","0.0013149662657068305","5.900635740027831E-4","0.16984284052324744","1.0"
"48 廃棄物処理","0.02403916710572969","0.2259235538107651","0.5611867365991718","0.015477236567272326","0.02227520620999243","7.178432309304996E-4","4.6829474052649013E-4","0.1499119617356115","1.0"
"51 商業","0.019462754388933183","0.5198050712976198","0.03662804359019859","0.022600136156742574","0.069075333077326","0.0034607356090762655","7.978014006318245E-4","0.32817012447947186","1.0"
"53 金融・保険","0.003635076700377636","0.7440298539009755","0.06636064754161279","0.015648521702211794","0.02094547050328189","9.94333927312964E-4","4.3334468433049494E-4","0.14795275103989664","1.0"
"55 不動産","0.0029378766225858916","0.9199531238128487","0.026152133308040466","0.0036057939728589617","0.006592772538726016","3.0964298547199757E-4","1.0907278175975388E-4","0.040339583977708364","1.0"
"57 運輸・郵便","0.012729909748414389","0.3052703949173837","0.05797147519022639","0.026400820177923796","0.04273881234989092","0.0044117171470814676","7.867381980524485E-4","0.5496901322710269","1.0"
"59 情報通信","0.009321680181365524","0.48531555649185143","0.06576299034715223","0.03246402129226654","0.15501122835994516","5.149471033174613E-4","3.6872658648830046E-4","0.25124084963761356","1.0"
"61 公務","8.316562182904971E-5","0.037373738418068674","0.9516216491737653","9.129951126111272E-4","0.0011498155188584954","3.21329430850824E-5","1.4155103665086514E-5","0.008812348108117185","1.0"
"63 教育・研究","8.032061130583054E-4","0.17022822979954544","0.5629768245391348","0.0033228796268388082","0.007748917096685516","0.0013301928571254234","0.001356763901105785","0.25223298606650574","1.0"
"64 医療・福祉","0.008181767448487339","0.20347875083735853","0.7876737235570619","3.555204677207067E-5","8.46354911745536E-5","3.5467072910837946E-6","8.202880482332595E-7","5.412036238062768E-4","1.0"
"65 その他の非営利団体ｻｰﾋﾞｽ","0.0032757809254765086","0.6416269214322743","0.015875228592928736","0.0053859757677416995","0.0077277183192144385","5.609860529643254E-4","2.606663299910508E-4","0.32528672257940894","1.0"
"66 対事業所サ－ビス","0.010750443016409433","0.3451051317700787","0.14200347171668798","0.06328768675523344","0.1082252099380702","0.0020320247510612175","0.0011906831585403637","0.32740534889391865","1.0"
"67 対個人サ－ビス","0.14627356136860967","0.6373077795683015","0.022981611993712268","6.700804262455076E-4","0.001274981579634664","3.0993542628647195E-5","2.6122566148043138E-5","0.1914348689547198","1.0"
"68 事務用品","-","-","-","-","-","-","-","-","-"
"69 分類不明","-","-","-","-","-","-","-","-","-"
"　　平　　　均","0.013075464956209107","0.325535634790867","0.18391083722459076","0.03552321382399098","0.0508040273505354","0.003664835057656857","0.00125378506002298","0.386232201736127","1.0"
